dataset,regime,seed,proxy_size,left,right,run_id_left,run_id_right,input_file_left,input_file_right,student_test_accuracy_left,student_test_accuracy_right,delta_student_test_accuracy,student_test_nll_left,student_test_nll_right,delta_student_test_nll,contrast
cifar,iid,43,10000,expert_prob,feddf_prob,732fa36ec846a6f7,e87c11f117ac21ff,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7609,0.7615,-0.0005999999999999339,0.742044600391388,0.6973574625968934,0.044687137794494625,expert_prob − feddf_prob
cifar,iid,44,100,expert_prob,feddf_prob,2adfeaea012ffc17,410032b345b6a863,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4097,0.4208,-0.011099999999999999,1.823207033920288,1.7174650375366212,0.10574199638366677,expert_prob − feddf_prob
cifar,iid,44,500,expert_prob,feddf_prob,c418af63128e3e69,3dbe23a4ca338222,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5723,0.5913,-0.019000000000000017,1.1808553525924683,1.1224312437057495,0.058424108886718784,expert_prob − feddf_prob
cifar,iid,44,1000,expert_prob,feddf_prob,85e3d7f32064152a,7566300fdf912b52,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.6609,0.6654,-0.0044999999999999485,0.9701654594421388,0.9382068042755128,0.03195865516662599,expert_prob − feddf_prob
cifar,iid,44,5000,expert_prob,feddf_prob,0c0d42c1537f3b45,8766ca11f94b72ba,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7386,0.7373,0.0013000000000000789,0.7768108817100525,0.7667427370071411,0.010068144702911397,expert_prob − feddf_prob
cifar,iid,44,10000,expert_prob,feddf_prob,f048d10da4d4f8c5,fa2bcb5db7319c76,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7501,0.7471,0.0030000000000000027,0.7439198655128479,0.7422387187004089,0.0016811468124390272,expert_prob − feddf_prob
cifar,single,42,100,expert_prob,feddf_prob,e2401c3829e09d4c,4c1b1349cb254c4d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.3259,0.0887,0.23720000000000002,4.596441403961181,2.742592875289917,1.8538485286712643,expert_prob − feddf_prob
cifar,single,42,500,expert_prob,feddf_prob,c6d58c4fbb89382f,984463076ecb519c,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4903,0.0864,0.40390000000000004,3.079330432128906,2.753270136642456,0.32606029548645,expert_prob − feddf_prob
cifar,single,42,1000,expert_prob,feddf_prob,2d4c87c3549f39e5,9f548f3ddab858f6,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5687,0.0868,0.4819,2.766572400665283,2.777426889801025,-0.01085448913574183,expert_prob − feddf_prob
cifar,single,42,5000,expert_prob,feddf_prob,6980750e1eab8bd2,1ff59df5538c42c7,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7384,0.0855,0.6528999999999999,1.9537447006225583,2.767380489349365,-0.8136357887268069,expert_prob − feddf_prob
cifar,single,42,10000,expert_prob,feddf_prob,f384e4ed50945edc,dcc1cd8b8d9e76db,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7827,0.0844,0.6982999999999999,1.7387799139022828,2.788810957336426,-1.050031043434143,expert_prob − feddf_prob
cifar,single,43,100,expert_prob,feddf_prob,11467004afb982b8,a560cbbaf54822ed,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.3267,0.0978,0.2289,4.437178745651245,2.5228863746643064,1.9142923709869386,expert_prob − feddf_prob
cifar,single,43,500,expert_prob,feddf_prob,bd411a0f802bf1e8,de7a87fcb6c144ff,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5048,0.1092,0.3956,3.106520620727539,2.491879525756836,0.6146410949707031,expert_prob − feddf_prob
cifar,single,43,1000,expert_prob,feddf_prob,69288df85a676568,54c89137f10e0050,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5735,0.1062,0.4673,2.85427681350708,2.502758265686035,0.35151854782104497,expert_prob − feddf_prob
cifar,single,43,5000,expert_prob,feddf_prob,66beffd34a6a9318,be21ad0b8c065ad1,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7445,0.1173,0.6272000000000001,1.892447516822815,2.542888041305542,-0.6504405244827272,expert_prob − feddf_prob
cifar,single,43,10000,expert_prob,feddf_prob,9d78cd505aef877c,30fad745b10be4d3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8018,0.1064,0.6954,1.558212961578369,2.540905977630615,-0.982693016052246,expert_prob − feddf_prob
cifar,single,44,100,expert_prob,feddf_prob,64027772f152c5b6,aa65a1b1b32e658c,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.3398,0.0839,0.2559,4.326822142028808,2.519053432846069,1.807768709182739,expert_prob − feddf_prob
cifar,single,44,500,expert_prob,feddf_prob,69bc90398f3a839f,6e8a5f54c34916db,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4967,0.0794,0.4173,3.453469843292236,2.5118703414916994,0.9415995018005368,expert_prob − feddf_prob
cifar,single,44,1000,expert_prob,feddf_prob,d761a8630e8726f6,c1cbf9571ae21ed1,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.587,0.0816,0.5054,2.921005297088623,2.517378872680664,0.40362642440795904,expert_prob − feddf_prob
cifar,single,44,5000,expert_prob,feddf_prob,90d6a72f187e0e8a,f3ceef25c58df1d3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7229,0.0869,0.636,2.181350838851929,2.5212010726928717,-0.3398502338409428,expert_prob − feddf_prob
cifar,single,44,10000,expert_prob,feddf_prob,5284426a3da466ef,b60b5aaedfc63c0a,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7783,0.0934,0.6849,1.839888500785828,2.508219227600098,-0.6683307268142697,expert_prob − feddf_prob
